invoice_h_id,qty,unit_price_egp,discount_abs,line_total_after_disc,ship_to_address
313684,2,507.45,315.19,699.71,"178 Tahrir st., near hospital, Faisal"
313684,4,166.32,120.50,544.78,14 park Faisal
313685,3,97.06,77.28,213.90,faisal 55 Faisal st. school
313685,2,139.13,77.87,200.39,
313685,7,83.68,116.54,469.22,"186 Tahrir st., near gas station, Faisal"
313685,2,88.61,37.25,139.97,"225 Autostrad st., near square, faisal"
313685,6,46.89,91.03,190.31,FAISAL 104 Industrial Zone st. bridge
313685,3,7.23,4.98,16.71,faisal 91 Salah Salem st. school
313686,4,169.49,1.50,676.46,223 police st. Faisal
313686,4,483.48,111.06,1822.86,
313686,6,159.45,65.04,891.66,"12 Horreya st., near park, FAISAL"
313686,5,8.65,0.25,43.00,216 police st. Faisal
313686,5,195.37,94.99,881.86,Fisal 94 Gamet Dewal st. park
313686,3,186.96,58.56,502.32,"161 Horreya st., near police st., Faisal"
313686,4,162.79,54.69,596.47,Horreya 172 - Faiasl
313688,5,104.54,42.10,480.60,"175 Industrial Zone st., near mosque, Faissal"
313688,4,423.36,189.12,1504.32,Port Said 69 - faisal
313688,3,170.37,70.87,440.24,Nile 134 - FAISAL
313688,4,511.02,208.30,1835.78,162 police st. Faisal
313688,4,210.13,114.90,725.62,
313689,3,7.38,2.33,19.81,"150 Gamet Dewal st., near bridge, Faisal"
313689,4,246.48,111.03,874.89,Fasial 131 Mustafa Nahhas st. square
313689,6,224.64,220.66,1127.18,faisal 159 Salah Salem st. police st.
313691,6,8.64,7.51,44.33,"124 Abbas st., near park, Faisal"
313691,6,84.39,44.30,462.04,Mustafa Nahhas 12 - faisal
313691,3,131.08,53.70,339.54,130 square Faisal
313691,1,219.56,20.48,199.08,85 police st. Faaisal
313691,6,66.43,69.81,328.77,
313691,3,194.55,68.41,515.24,faisal 49 Nile st. police st.
313691,4,32.57,11.17,119.11,220 police st. Faisal
313691,4,535.50,215.87,1926.13,
313691,5,460.02,242.66,2057.44,Autostrad 163 - Faisal
313691,5,24.91,10.84,113.71,Corniche 203 - faisal
313691,2,163.15,36.09,290.21,"107 Salah Salem st., near hospital, Faisal"
313691,2,407.40,52.08,762.72,"221 Salah Salem st., near market, Faisal"
313691,5,189.73,92.54,856.11,142 mosque faisal
313692,3,164.01,72.76,419.27,"74 9th District st., near market, Fiasal"
313692,4,221.28,92.91,792.21,Faisal 78 Horreya st. square
313692,5,101.28,73.20,433.20,Tahrir 93 - Faiisal
313692,3,175.30,54.74,471.16,Gamet Dewal 84 - Faial
313692,2,18.97,1.84,36.10,127 gas station Fasal
313692,5,222.24,101.77,1009.43,
313692,5,550.80,376.42,2377.58,
313695,3,441.00,321.54,1001.46,Fasial 122 Nasr st. hospital
313695,4,424.20,408.00,1288.80,"66 Faisal st., near square, Faisal"
313695,7,306.81,474.80,1672.87,
313695,4,84.94,75.43,264.33,Corniche 82 - Faissal
313695,4,111.16,81.48,363.16,
313695,4,32.64,30.85,99.71,"130 Nile st., near hospital, FAISAL"
313695,4,23.28,21.01,72.11,"219 Gamet Dewal st., near gas station, Faisal"
313695,6,104.74,125.27,503.17,Geish 28 - Faisal
313695,4,78.42,67.25,246.43,Faisal 225 Geish st. square
313696,6,154.58,133.69,793.79,Nasr 20 - faisal
313696,4,41.72,20.89,145.99,"38 Salah Salem st., near bridge, Faisal"
313696,3,22.15,11.69,54.76,Port Said 218 - Faisal
313696,6,230.88,175.91,1209.37,166 school Fisal
313698,8,184.50,190.39,1285.61,"15 Geish st., near mosque, Faiasl"
313698,5,199.06,147.49,847.81,59 square Fasial
313698,4,165.79,62.68,600.48,22 park Faisal
313698,4,121.57,81.56,404.72,
313698,4,60.88,28.83,214.69,
313698,2,36.07,12.32,59.82,"167 Salah Salem st., near mosque, FAISAL"
313698,5,127.91,102.87,536.68,Fiasal 38 Mustafa Nahhas st. park
313698,5,291.69,160.44,1298.01,Abbas 65 - FAISAL
313698,7,48.92,40.21,302.23,"227 Port Said st., near market, FAISAL"
313698,4,214.23,147.69,709.23,Faisal 236 Mustafa Nahhas st. market
313699,8,25.85,42.14,164.66,Salah Salem 19 - FAISAL
313699,2,189.38,82.66,296.10,Corniche 102 - Faaisal
313699,6,555.90,657.15,2678.25,224 park Faisal
313699,2,19.57,8.98,30.16,
313701,5,248.40,252.41,989.59,"198 Port Said st., near park, Faiasl"
313701,4,445.20,222.30,1558.50,"151 Abbas st., near school, Faisal"
313701,5,147.14,120.87,614.83,Port Said 236 - Fisal
313701,2,320.36,95.61,545.11,71 mosque faisal
313702,3,8.75,2.48,23.77,"118 Haram st., near market, Faisal"
313702,1,18.20,3.22,14.98,193 metro Fasal
313702,5,61.67,22.32,286.03,156 market Faiasl
313702,5,545.70,182.83,2545.67,Faisal 85 - Fasial
313702,3,46.40,12.07,127.13,
313702,2,229.44,67.07,391.81,"153 Haram st., near park, faisal"
313702,2,379.26,76.21,682.31,FAISAL 102 Haram st. market
313702,6,78.34,34.75,435.29,faisal 197 Mustafa Nahhas st. police st.
313704,5,17.62,23.38,64.72,"148 Salah Salem st., near mosque, Fasial"
313704,5,459.00,569.70,1725.30,
313704,4,128.44,135.50,378.26,Tahrir 169 - Faisal
313704,5,394.80,443.97,1530.03,Nile 4 - faisal
313704,7,45.81,73.72,246.95,229 mosque Faiisal
313704,7,489.60,736.84,2690.36,"56 Haram st., near school, Faisal"
313704,7,119.20,167.65,666.75,173 bridge FAISAL
313704,4,213.20,199.22,653.58,faisal 44 Horreya st. gas station
313704,3,61.37,40.69,143.42,Mustafa Nahhas 102 - Fasal
313705,3,12.61,5.49,32.34,Sudan 9 - Faisal
313705,2,141.24,30.42,252.06,
313705,6,112.34,123.02,551.02,faisal 223 Sudan st. metro
313705,3,104.16,27.12,285.36,"49 Gamet Dewal st., near metro, Faisal"
313705,2,334.85,120.58,549.12,"238 Geish st., near bridge, Faissal"
313705,6,173.71,60.10,982.16,Mustafa Nahhas 119 - Faial
313705,4,7.78,3.96,27.16,Faisal 96 Corniche st. gas station
313705,2,309.65,71.08,548.22,Nile 178 - Faiasl
313707,7,62.40,47.87,388.93,Faisal 3 Gamet Dewal st. square
313707,4,146.53,45.49,540.63,
313707,3,194.96,91.72,493.16,
313707,3,163.86,24.49,467.09,Zayed 18 - Faisal
313707,3,19.10,3.72,53.58,
313707,7,26.16,15.03,168.09,Abbas 199 - Faisal
313707,5,31.52,9.11,148.49,"103 Tahrir st., near school, FAISAL"
313707,5,7.64,2.08,36.12,"198 Gamet Dewal st., near mosque, FAISAL"
313708,2,484.50,16.12,952.88,"117 Nasr st., near park, Faiasl"
313708,3,95.81,29.99,257.44,58 mosque Faisal
313708,4,94.08,37.71,338.61,"35 Geish st., near school, FAISAL"
313708,4,129.10,68.67,447.73,
313709,2,103.68,44.12,163.24,"159 Gamet Dewal st., near mosque, faisal"
313709,3,135.96,81.50,326.38,146 police st. FAISAL
313709,7,12.43,18.09,68.92,FAISAL 210 Horreya st. market
313709,6,228.96,269.99,1103.77,Fasal 58 Sudan st. bridge
313709,5,12.31,14.24,47.31,Faisal 157 Abbas st. park
313709,3,515.61,206.26,1340.57,Faisal 84 Zayed st. school
313709,4,41.76,31.74,135.30,Faisal 1 9th District st. gas station
313709,6,60.09,72.13,288.41,164 mosque Faisal
313710,6,533.46,449.48,2751.28,Abbas 141 - faisal
313710,2,94.08,22.98,165.18,
313710,3,341.46,178.71,845.67,Faisal 218 Corniche st. park
313710,2,200.29,44.76,355.82,204 square faisal
313710,3,11.80,3.10,32.30,faisal 175 Geish st. hospital
313710,7,100.51,107.68,595.89,faisal 39 Salah Salem st. bridge
313711,7,461.16,524.84,2703.28,Haram 42 - FAISAL
313711,2,145.92,45.37,246.47,Faisal 235 Geish st. police st.
313711,4,24.24,15.47,81.49,205 hospital Faisal
313711,6,137.41,213.97,610.49,
313711,3,23.28,14.69,55.15,
313711,5,63.87,76.18,243.17,20 mosque Faisal
313711,6,13.21,19.81,59.45,193 square Faisal
313711,3,12.96,4.77,34.11,
313712,2,12.21,3.23,21.19,104 metro Faissal
313712,7,64.23,74.06,375.55,Faisal 202 - Faiisal
313712,2,397.74,118.02,677.46,Faisal 16 Zayed st. hospital
313712,6,311.54,404.25,1464.99,200 market Faisal
313712,6,17.87,23.24,83.98,"128 Mustafa Nahhas st., near metro, FAISAL"
313712,3,178.29,109.57,425.30,"12 Abbas st., near gas station, Faisal"
313713,5,176.35,73.99,807.76,Faisal 33 Gamet Dewal st. school
313713,4,447.30,258.01,1531.19,91 hospital faisal
313713,1,99.36,21.45,77.91,
313714,2,165.97,59.20,272.74,"6 Sudan st., near gas station, faisal"
313714,2,175.82,46.69,304.95,32 square Faisal
313714,3,121.19,68.90,294.67,faisal 202 Haram st. park
313715,3,208.90,94.10,532.60,Salah Salem 195 - FAISAL
313715,3,434.70,160.03,1144.07,"172 Tahrir st., near market, Faisal"
313715,6,58.62,67.38,284.34,Faisal 121 Faisal st. school
313715,1,57.40,6.09,51.31,
313716,5,25.99,39.26,90.69,132 gas station Faiasl
313716,7,138.93,251.45,721.06,Faisal 134 Faisal st. square
313718,5,538.05,567.75,2122.50,Sudan 86 - Faisal
313718,3,36.30,21.82,87.08,27 police st. Fasal
313719,7,259.20,282.49,1531.91,"10 Gamet Dewal st., near hospital, Faisal"
313719,8,129.56,138.75,897.73,77 market Faisal
313720,4,13.71,13.06,41.78,Haram 150 - Faisal
313720,3,8.48,4.62,20.82,"114 Abbas st., near hospital, FAISAL"
313720,3,98.59,61.08,234.69,
313720,4,464.61,408.29,1450.15,faisal 219 Sudan st. bridge
313720,5,235.68,300.86,877.54,
313721,4,21.82,15.70,71.58,Faisal 46 Zayed st. park
313721,6,342.09,294.99,1757.55,Port Said 112 - Faaisal
313721,2,97.54,19.30,175.78,
313721,3,414.12,175.59,1066.77,Gamet Dewal 114 - FAISAL
313721,6,25.82,25.21,129.71,176 market Faissal
313721,2,81.56,31.68,131.44,156 police st. Faial
313721,4,18.23,10.59,62.33,Faiasl 16 Horreya st. school
313721,7,13.44,13.56,80.52,FAISAL 168 Industrial Zone st. square
313722,6,138.86,130.05,703.11,faisal 88 Corniche st. school
313722,4,16.63,6.88,59.64,
313722,5,56.55,54.73,228.02,Faisal 147 Salah Salem st. police st.
313722,4,470.73,212.75,1670.17,Faiasl 192 Tahrir st. gas station
313723,2,34.29,19.32,49.26,"53 Mustafa Nahhas st., near square, Faissal"
313723,3,34.88,24.86,79.78,"84 Geish st., near police st., Faiisal"
313723,2,144.55,72.94,216.16,
313723,2,191.66,85.47,297.85,207 police st. Faisal
313723,4,173.01,157.76,534.28,
313723,2,24.96,9.13,40.79,Faisal 188 Nile st. mosque
313725,3,189.42,157.20,411.06,
313725,2,244.08,105.95,382.21,
313725,5,165.97,194.09,635.76,Faisal 43 Autostrad st. market
313727,4,23.64,13.43,81.13,Faisal 58 - FAISAL
313727,2,186.76,65.41,308.11,217 park FAISAL
313727,5,56.97,56.01,228.84,Zayed 11 - Fasal
313727,4,216.89,98.16,769.40,Faaisal 6 Abbas st. mosque
313728,6,223.45,206.44,1134.26,218 hospital Fisal
313728,4,152.76,95.09,515.95,FAISAL 156 Salah Salem st. school
313728,5,7.89,5.07,34.38,"134 9th District st., near hospital, Faial"
313728,4,44.33,21.64,155.68,"191 Nasr st., near police st., Faisal"
313728,2,338.94,116.10,561.78,
313729,3,21.72,4.78,60.38,faisal 86 Faisal st. square
313729,7,139.92,124.80,854.64,Salah Salem 33 - Faisal
313729,3,65.58,26.30,170.44,"3 Sudan st., near metro, Faissal"
313729,2,336.42,74.03,598.81,"188 Horreya st., near police st., Faisal"
313729,5,18.36,5.33,86.47,Horreya 78 - faisal
313729,4,43.70,14.56,160.24,"134 9th District st., near market, Faisal"
313729,2,44.82,0.36,89.28,
313729,5,12.41,5.06,56.99,"6 Geish st., near gas station, faisal"
313730,3,41.09,30.55,92.72,"216 Geish st., near police st., faisal"
313730,2,424.62,185.08,664.16,122 school Faisal
313730,3,19.22,14.25,43.41,"176 Port Said st., near police st., Faiisal"
313730,5,7.46,8.13,29.17,66 metro Faisal
313730,3,223.25,174.89,494.86,117 school Faiisal
313730,5,297.68,292.53,1195.87,"110 Abbas st., near market, Faisal"
313730,6,8.68,12.30,39.78,80 hospital Faisal
313730,2,73.08,31.99,114.17,Faisal 219 Autostrad st. school
313731,4,470.22,616.88,1264.00,67 metro Faaisal
313731,4,219.97,254.80,625.08,
313731,2,191.49,95.64,287.34,"59 Autostrad st., near market, faisal"
313731,3,58.62,43.68,132.18,"153 Abbas st., near mosque, Fasial"
313734,3,539.58,206.36,1412.38,Autostrad 131 - FAISAL
313734,3,73.79,35.65,185.72,
313734,5,19.22,11.70,84.40,"11 Corniche st., near metro, Faial"
313734,4,23.81,11.37,83.87,
313734,3,187.78,64.91,498.43,Faiasl 77 Port Said st. gas station
313734,4,105.12,60.69,359.79,69 bridge Faisal
313734,6,140.71,83.37,760.89,Industrial Zone 56 - faisal
313738,4,23.74,15.45,79.51,3 gas station Fasial
313738,6,35.15,37.64,173.26,Faisal 7 Mustafa Nahhas st. bridge
313738,3,84.86,42.78,211.80,faisal 146 Salah Salem st. police st.
313738,3,76.54,52.11,177.51,67 police st. Faisal
313740,3,192.02,68.78,507.28,Faisal 233 Faisal st. metro
313740,3,222.48,70.26,597.18,"153 Tahrir st., near market, Faisal"
313740,5,345.24,129.73,1596.47,"220 Abbas st., near hospital, Faiisal"
313740,4,34.09,12.27,124.09,
313740,2,411.18,95.62,726.74,Industrial Zone 27 - Faisal
313740,6,136.36,78.07,740.09,234 police st. faisal
313740,4,30.82,17.67,105.61,"107 Salah Salem st., near square, Faisal"
313743,4,197.83,127.86,663.46,
313743,4,170.90,96.10,587.50,"107 Zayed st., near school, Faisal"
313743,5,302.72,127.79,1385.81,Faisal 37 - Faisal
313743,1,115.76,18.54,97.22,Sudan 87 - faisal
313743,4,147.44,97.20,492.56,"134 Nile st., near police st., Faiasl"
313743,2,311.54,90.63,532.45,
313743,7,49.14,45.85,298.13,Faisal 49 Geish st. market
313744,5,128.30,188.93,452.57,"144 Port Said st., near bridge, Faisal"
313744,5,58.68,70.17,223.23,"147 Mustafa Nahhas st., near bridge, Faisal"
313744,4,332.96,367.11,964.73,
313744,2,441.00,252.33,629.67,Faial 62 Sudan st. park
313744,4,538.05,677.70,1474.50,
313744,5,161.42,218.27,588.83,111 hospital Faisal
313744,6,40.86,79.22,165.94,
313745,5,30.86,31.70,122.60,FAISAL 86 Zayed st. metro
313745,2,136.09,52.24,219.94,Abbas 34 - FAISAL
313745,3,46.80,29.86,110.54,Geish 178 - Fisal
313745,4,156.86,126.13,501.31,"27 Industrial Zone st., near gas station, Faisal"
313745,4,78.11,80.20,232.24,
313745,3,246.24,127.66,611.06,25 gas station Fiasal
313745,2,126.85,39.92,213.78,Faiisal 87 Faisal st. police st.
313747,3,239.76,143.21,576.07,"116 Tahrir st., near school, Faisal"
313747,6,231.12,125.50,1261.22,Faisal 43 Mustafa Nahhas st. school
313747,7,307.44,315.18,1836.90,220 police st. Faisal
313747,3,55.69,24.72,142.35,"97 Horreya st., near mosque, Faisal"
313747,3,177.94,99.85,433.97,Faial 205 Mustafa Nahhas st. metro
313748,4,65.39,42.87,218.69,102 market Faisal
313748,5,25.22,17.92,108.18,FAISAL 196 Gamet Dewal st. school
313748,4,13.70,4.93,49.87,
313748,4,8.18,4.69,28.03,Sudan 79 - Faisal
313748,6,7.31,3.62,40.24,"53 Gamet Dewal st., near market, Faisal"
313748,4,208.08,123.56,708.76,Fiasal 225 Autostrad st. park
313748,2,447.72,156.67,738.77,Faisal 202 Zayed st. park
313748,5,161.22,131.50,674.60,Faisal 197 Haram st. square
313748,2,222.63,33.45,411.81,239 market Fiasal
313748,3,129.21,53.95,333.68,
313748,5,93.70,55.53,412.97,6 mosque Faisal
313748,5,76.46,75.89,306.41,
313750,3,8.34,2.87,22.15,"17 Nasr st., near park, Faisal"
313750,4,8.36,5.05,28.39,
313750,7,145.31,119.43,897.74,Fasial 72 Nasr st. market
313751,3,57.16,33.73,137.75,"108 Tahrir st., near mosque, faisal"
313751,2,40.59,13.23,67.95,
313751,3,102.14,54.16,252.26,161 hospital Fasial
313751,4,42.08,34.01,134.31,"16 Gamet Dewal st., near gas station, Faisal"
313751,3,49.46,17.57,130.81,Nasr 99 - Faisal
313751,1,334.53,44.54,289.99,206 gas station Faiisal
313751,3,142.56,49.44,378.24,192 bridge Faisal
313751,4,292.64,154.90,1015.66,Faisal 211 Nile st. hospital
313752,1,13.18,1.98,11.20,"195 Nile st., near school, FAISAL"
313752,1,179.70,36.54,143.16,"82 Salah Salem st., near bridge, Faisal"
313752,2,56.12,22.37,89.87,104 police st. Faisal
313752,6,11.70,9.20,61.00,Fasial 121 Haram st. school
313752,4,113.75,51.27,403.73,Faisal 50 Nile st. school
313752,6,220.38,313.97,1008.31,"219 Horreya st., near park, Fiasal"
313752,2,385.98,173.78,598.18,14 park Faisal
313752,5,221.28,204.16,902.24,"100 Industrial Zone st., near gas station, Faisal"
313754,7,414.54,655.63,2246.15,232 market FAISAL
313754,4,11.61,7.52,38.92,162 bridge Faiasl
313754,3,336.11,191.97,816.36,Corniche 111 - Faisal
313754,3,250.80,124.06,628.34,
313754,6,124.73,177.27,571.11,"28 Gamet Dewal st., near hospital, faisal"
313754,3,7.86,5.39,18.19,Faisal 238 Nasr st. park
313754,2,80.62,35.78,125.46,98 park Faisal
313754,3,402.78,320.71,887.63,Gamet Dewal 180 - faisal
313754,5,35.48,39.12,138.28,Fisal 114 Horreya st. police st.
313754,3,56.30,26.22,142.68,"137 Horreya st., near square, Fiasal"
313754,2,95.04,49.84,140.24,Faisal 102 Mustafa Nahhas st. police st.
313754,4,244.80,192.28,786.92,24 park Fisal
313755,4,461.16,415.08,1429.56,33 metro Fisal
313755,2,22.49,8.16,36.82,Haram 128 - Fisal
313755,1,18.29,3.09,15.20,39 market Faisal
313755,6,132.40,127.34,667.06,FAISAL 215 Autostrad st. police st.
313755,1,12.38,3.27,9.11,
313755,4,151.24,120.79,484.17,
313757,2,162.80,69.56,256.04,Tahrir 42 - Faisal
313757,4,177.58,129.09,581.23,9th District 63 - FAISAL
313757,3,7.38,3.96,18.18,"132 Abbas st., near park, Faisal"
313757,5,181.63,123.03,785.12,38 market Faisal
313757,7,25.73,35.15,144.96,Port Said 193 - Faisal
313758,4,16.90,14.20,53.40,Faisal 141 Nasr st. police st.
313758,2,49.37,20.89,77.85,161 square faisal
313758,6,13.46,20.54,60.22,
313758,4,83.37,71.02,262.46,Haram 1 - Faisal
313758,8,198.85,373.00,1217.80,Autostrad 237 - Faisal
313758,4,303.66,213.81,1000.83,14 school faisal
313758,5,46.13,35.21,195.44,11 mosque faisal
313758,4,204.39,186.76,630.80,Gamet Dewal 194 - faisal
313758,7,12.36,18.98,67.54,
313758,5,403.20,572.05,1443.95,
313758,4,158.69,136.57,498.19,9th District 144 - Fiasal
313758,3,65.94,57.80,140.02,
313759,2,16.31,6.52,26.10,Haram 152 - Faisal
313759,2,7.66,3.40,11.92,215 market Faisal
313759,4,140.71,131.59,431.25,Fasial 154 Haram st. gas station
313759,10,559.47,1159.33,4435.37,"103 Sudan st., near metro, Faisal"
313759,4,138.93,141.78,413.94,56 park Fasial
313760,3,336.42,78.54,930.72,Faisal 160 Nile st. police st.
313760,1,210.13,12.55,197.58,Haram 164 - FAISAL
313760,6,182.86,126.85,970.31,Fasal 82 Mustafa Nahhas st. police st.
313760,2,191.66,38.34,344.98,13 mosque Fisal
313760,6,71.44,15.63,413.01,Faisal 1 - Faaisal
313760,4,127.44,40.94,468.82,"115 Sudan st., near mosque, Faisal"
313760,4,23.57,5.39,88.89,Mustafa Nahhas 39 - FAISAL
313760,3,188.81,80.47,485.96,Abbas 224 - Faisal
313761,4,8.14,5.75,26.81,Faisal 227 Corniche st. mosque
313761,4,128.97,60.05,455.83,Faial 98 9th District st. school
313761,7,46.80,42.05,285.55,Abbas 237 - Faiasl
313761,4,105.22,78.82,342.06,"235 Autostrad st., near hospital, Faiasl"
313761,3,152.91,86.15,372.58,"120 Salah Salem st., near square, Faisal"
313761,6,420.84,547.69,1977.35,
313762,2,233.76,103.52,364.00,"219 Tahrir st., near police st., Faisal"
313762,6,11.68,14.75,55.33,Autostrad 181 - Faisal
313762,7,18.49,30.21,99.22,
313762,8,87.07,144.41,552.15,76 market FAISAL
313762,5,17.42,19.33,67.77,Fiasal 33 Haram st. metro
313762,7,47.57,69.10,263.89,40 metro Fisal
313762,5,109.15,120.25,425.50,Faiasl 165 Tahrir st. mosque
313762,4,460.02,419.60,1420.48,Faisal 35 Industrial Zone st. park
313763,2,309.65,105.10,514.20,Industrial Zone 92 - Faisal
313763,7,137.15,207.86,752.19,Sudan 5 - Faial
313763,4,12.60,12.22,38.18,"102 Sudan st., near market, Faiasl"
313763,4,16.72,10.20,56.68,
313763,3,192.50,96.87,480.63,72 metro Faisal
313763,2,22.68,10.71,34.65,"230 Horreya st., near hospital, faisal"
313763,2,212.79,76.08,349.50,
313764,5,7.46,10.79,26.51,Port Said 223 - faisal
313764,5,34.85,35.65,138.60,168 market Faisal
313764,3,58.99,43.90,133.07,Geish 102 - Faissal
313764,4,134.24,121.54,415.42,FAISAL 237 Salah Salem st. park
313764,3,533.97,330.91,1271.00,"44 Sudan st., near bridge, Faisal"
313764,3,13.48,9.59,30.85,146 school Faisal
313764,2,87.94,35.67,140.21,Horreya 120 - Faisal
313764,5,221.28,289.72,816.68,Sudan 212 - Faisal
313765,4,42.53,29.71,140.41,
313765,5,92.74,88.79,374.91,136 school Faaisal
313765,3,35.11,20.04,85.29,"145 Salah Salem st., near park, Fasal"
313765,3,8.04,3.08,21.04,159 bridge Faaisal
313765,4,23.64,14.83,79.73,"11 Salah Salem st., near hospital, FAISAL"
313766,4,343.67,201.08,1173.60,"156 9th District st., near market, Fasial"
313766,7,400.68,379.11,2425.65,"231 9th District st., near park, FAISAL"
313766,3,16.99,8.03,42.94,FAISAL 155 Autostrad st. hospital
313768,4,8.15,7.35,25.25,
313768,6,167.05,168.67,833.63,66 market Faisal
313768,5,22.44,20.56,91.64,
313768,2,125.00,54.61,195.39,FAISAL 196 Geish st. hospital
313768,6,108.56,128.34,523.02,Corniche 228 - Fiasal
313768,5,172.48,101.19,761.21,Geish 77 - Fiasal
313768,6,142.03,205.75,646.43,224 police st. FAISAL
313768,5,21.65,18.78,89.47,171 school Faisal
313769,5,559.47,574.57,2222.78,Nasr 34 - FAISAL
313769,1,8.01,1.82,6.19,77 bridge Faiisal
313769,8,61.24,122.86,367.06,Nile 37 - Faisal
313769,2,162.98,69.64,256.32,9th District 167 - Faisal
313769,5,156.86,222.24,562.06,51 police st. Faisal
313771,7,49.19,44.08,300.25,199 gas station Faisal
313771,7,58.62,49.69,360.65,Geish 212 - faisal
313771,3,423.78,162.54,1108.80,
313771,2,8.46,1.56,15.36,"81 Zayed st., near market, Faisal"
313772,4,191.84,102.76,664.60,Faisal 140 Corniche st. mosque
313772,6,379.68,429.76,1848.32,"206 Port Said st., near school, Fiasal"
313772,10,137.41,229.36,1144.74,53 park faisal
313772,3,25.06,11.67,63.51,"166 Nile st., near gas station, Faisal"
313772,5,200.29,122.22,879.23,99 school Fasal
313772,4,453.18,324.00,1488.72,230 market Faisal
313772,6,166.85,186.93,814.17,Faiisal 26 Industrial Zone st. park
313773,2,22.92,9.27,36.57,
313773,5,139.00,123.00,572.00,faisal 90 Zayed st. bridge
313773,3,60.27,21.84,158.97,
313773,4,18.95,11.87,63.93,Haram 145 - FAISAL
313773,7,303.35,308.16,1815.29,Corniche 117 - Fiasal
313773,4,46.31,36.28,148.96,Fasial 112 Nile st. school
313774,4,16.69,7.52,59.24,
313774,3,123.43,52.28,318.01,Faissal 184 Zayed st. market
313774,4,308.39,127.93,1105.63,210 park Fiasal
313774,3,97.06,42.80,248.38,Faiasl 54 Autostrad st. hospital
313774,3,61.85,25.24,160.31,"110 Mustafa Nahhas st., near gas station, Faisal"
313775,3,74.34,41.05,181.97,"163 Autostrad st., near bridge, FAISAL"
313775,2,125.55,32.51,218.59,faisal 190 Autostrad st. gas station
313775,3,187.09,91.64,469.63,Industrial Zone 15 - Fasal
313775,4,116.11,83.77,380.67,"163 9th District st., near metro, Fasial"
313775,2,113.04,43.10,182.98,
313775,3,35.64,13.48,93.44,Faiasl 207 Haram st. market
313775,3,245.76,157.46,579.82,"31 Nile st., near police st., Faial"
313775,6,58.07,62.72,285.70,Autostrad 44 - Faisal
313775,7,12.34,11.18,75.20,Mustafa Nahhas 120 - Faisal
313775,5,425.46,229.49,1897.81,"130 Geish st., near bridge, faisal"
313775,3,12.84,4.30,34.22,
313775,2,34.49,13.58,55.40,Corniche 62 - Faaisal
313775,6,441.00,456.36,2189.64,Sudan 33 - Faisal
313775,4,504.90,285.43,1734.17,Faisal 136 Horreya st. mosque
313775,5,137.81,126.88,562.17,Industrial Zone 112 - faisal
313776,3,22.63,10.78,57.11,"109 Nasr st., near hospital, Faisal"
313776,5,30.99,11.85,143.10,"66 Zayed st., near market, faisal"
313776,5,298.94,227.31,1267.39,207 metro Faisal
313776,4,220.80,85.79,797.41,"205 Faisal st., near gas station, Faiasl"
313776,4,226.32,108.69,796.59,"55 Autostrad st., near school, FAISAL"
313776,2,553.86,114.66,993.06,"94 Abbas st., near market, faisal"
313776,6,118.00,116.41,591.59,"189 Corniche st., near metro, FAISAL"
313776,3,120.71,58.27,303.86,Industrial Zone 10 - Faiisal
313776,2,506.94,201.18,812.70,Nasr 239 - FAISAL
313776,7,513.57,352.45,3242.54,faisal 1 Sudan st. bridge
313776,2,314.37,51.43,577.31,Sudan 167 - faisal
313777,4,323.51,188.87,1105.17,
313777,1,534.48,48.63,485.85,Faisal 123 Horreya st. metro
313778,3,215.66,103.93,543.05,"100 Abbas st., near hospital, Fasial"
313778,3,48.78,22.51,123.83,Nile 132 - Faisal
313778,2,115.64,34.73,196.55,1 police st. Faisal
313778,6,12.80,8.92,67.88,Faisal 20 - FAISAL
313778,3,209.72,55.57,573.59,Faisal 83 - FAISAL
313779,7,78.58,128.59,421.47,
313779,5,465.63,277.47,2050.68,Faisal 122 Haram st. school
313779,2,30.82,12.17,49.47,Corniche 194 - Faisal
313779,3,129.09,64.92,322.35,"132 Nasr st., near police st., Faisal"
313779,1,480.93,63.22,417.71,Faisal 35 Faisal st. mosque
313779,7,165.44,139.18,1018.90,
313779,4,48.47,31.01,162.87,"121 Zayed st., near bridge, Faisal"
313782,6,31.35,32.57,155.53,Gamet Dewal 39 - Faisal
313782,7,463.59,755.81,2489.32,
313782,7,30.36,42.03,170.49,Zayed 99 - Faisal
313782,6,462.57,448.76,2326.66,Horreya 138 - faisal
313783,3,179.70,116.29,422.81,"103 Tahrir st., near park, Faisal"
313783,6,120.60,159.06,564.54,faisal 221 Industrial Zone st. police st.
313784,5,84.39,101.88,320.07,Faisal 24 Haram st. park
313784,4,322.56,282.76,1007.48,"42 Geish st., near park, Fasial"
313784,2,450.24,232.81,667.67,Port Said 114 - Faisal
313785,4,22.32,13.94,75.34,
313785,4,203.36,76.95,736.49,103 gas station faisal
313785,2,246.00,32.70,459.30,9 market Faisal
313788,3,8.79,1.62,24.75,164 metro Fiasal
313788,4,292.64,152.74,1017.82,Faisal 38 Haram st. hospital
313788,4,91.20,54.69,310.11,176 square Faisal
313788,4,80.31,45.10,276.14,
313788,5,30.39,18.19,133.76,
313788,4,104.35,40.64,376.76,
313789,6,336.74,321.71,1698.73,FAISAL 177 Nasr st. square
313789,4,63.50,56.65,197.35,Gamet Dewal 180 - Faisal
313789,1,30.13,7.67,22.46,"77 Autostrad st., near school, Faisal"
